transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store_location,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,customer_age,customer_gender,customer_income,customer_loyalty_level,payment_method,promotion_applied,promotion_type,weather_conditions,holiday_indicator,weekday,stockout_indicator,forecasted_demand,actual_demand
502,1251,6969,Colgate Whitening Strips,Teeth Whitening,1,25.0,2024-05-06,1593,Millerstad,53,40,106,2477,12,43,Male,38310,Bronze,Debit Card,False,Buy One Get One,Snowy,True,Monday,False,83,85
503,8651,5717,Colgate Mouthwash,Mouthwash,6,5.0,2023-03-25,434,East Robertmouth,225,44,138,2412,4,32,Female,116327,Gold,Credit Card,False,Discount,Cloudy,True,Saturday,False,73,103
504,2312,6394,Colgate Whitening Strips,Teeth Whitening,10,25.0,2024-03-07,5899,Boydberg,184,34,277,7701,4,39,Male,57851,Silver,Cash,False,Discount,Snowy,True,Thursday,True,111,108
505,6650,4895,Colgate Toothpaste,Toothpaste,2,3.5,2023-03-24,6625,Burtonbury,208,48,264,3348,11,53,Female,23741,Platinum,Debit Card,False,Buy One Get One,Rainy,True,Friday,False,52,44
506,7532,2408,Colgate Mouthwash,Mouthwash,4,5.0,2024-06-06,184,Hayesland,95,39,171,4617,6,27,Male,24761,Platinum,Credit Card,True,Discount,Snowy,True,Thursday,False,81,77
507,1198,7406,Colgate Toothbrush,Toothbrush,5,2.0,2024-05-08,7291,Jacksonburgh,488,50,262,5650,12,50,Male,94091,Gold,Mobile Payment,True,Buy One Get One,Sunny,False,Wednesday,False,129,68
508,5932,7712,Colgate Toothpaste,Toothpaste,3,3.5,2023-12-31,6776,Lake Edward,239,43,145,3145,7,18,Male,41691,Platinum,Debit Card,True,Discount,Snowy,True,Sunday,False,72,46
509,6775,9831,Colgate Whitening Strips,Teeth Whitening,3,25.0,2023-12-14,2058,Edwardton,160,23,189,6049,10,34,Other,105819,Platinum,Debit Card,True,Discount,Sunny,True,Thursday,False,63,128
510,1901,8473,Colgate Toothbrush,Toothbrush,6,2.0,2024-04-02,7038,Matthewstad,171,48,133,645,12,41,Other,113288,Bronze,Credit Card,True,Buy One Get One,Sunny,True,Tuesday,False,129,44
511,1454,7246,Colgate Mouthwash,Mouthwash,6,5.0,2023-08-21,5810,Lake Craig,170,32,103,7090,4,57,Male,57314,Gold,Debit Card,True,None,Sunny,False,Monday,True,55,47
512,4697,5787,Colgate Toothbrush,Toothbrush,3,2.0,2024-10-05,2105,Lake Joycestad,485,39,107,9452,6,34,Male,69627,Silver,Credit Card,True,None,Snowy,False,Saturday,True,80,105
513,7495,5846,Colgate Toothpaste,Toothpaste,6,3.5,2024-09-22,5982,Angelaville,212,48,233,1800,2,58,Female,49095,Silver,Mobile Payment,True,None,Sunny,True,Sunday,True,77,124
514,9481,6009,Colgate Mouthwash,Mouthwash,9,5.0,2024-11-13,4859,Sydneyborough,372,20,236,5627,11,27,Female,21565,Bronze,Cash,True,Buy One Get One,Sunny,True,Wednesday,False,105,70
515,7181,6257,Colgate Toothpaste,Toothpaste,10,3.5,2024-01-23,8763,Thomasview,168,50,142,5860,14,30,Female,77538,Gold,Debit Card,False,None,Sunny,False,Tuesday,True,53,115
516,5520,8368,Colgate Mouthwash,Mouthwash,9,5.0,2023-08-16,3185,New Suemouth,451,40,246,2494,14,53,Female,32956,Bronze,Mobile Payment,False,Discount,Snowy,False,Wednesday,True,91,103
517,2405,8888,Colgate Toothpaste,Toothpaste,6,3.5,2024-09-11,9310,Taylorbury,414,50,290,3232,5,37,Female,82806,Gold,Mobile Payment,False,None,Sunny,False,Wednesday,True,72,41
518,4891,8940,Colgate Toothbrush,Toothbrush,9,2.0,2024-11-26,8645,Lake Alexis,463,36,281,8598,3,41,Female,105501,Silver,Debit Card,False,None,Sunny,True,Tuesday,False,65,93
519,2574,6241,Colgate Toothpaste,Toothpaste,7,3.5,2024-06-14,456,East Nataliestad,51,40,227,166,5,18,Female,51913,Bronze,Mobile Payment,True,Discount,Snowy,True,Friday,True,127,67
520,9660,8957,Colgate Mouthwash,Mouthwash,4,5.0,2023-06-05,657,Stokesmouth,188,50,230,6436,6,58,Other,45086,Platinum,Cash,False,Discount,Cloudy,False,Monday,True,119,135
521,8864,6905,Colgate Mouthwash,Mouthwash,1,5.0,2023-08-11,5786,New Scott,471,27,163,5055,4,59,Male,41787,Platinum,Cash,False,Buy One Get One,Cloudy,False,Friday,True,127,42
522,8243,3920,Colgate Toothpaste,Toothpaste,5,3.5,2023-01-16,2321,Jamesport,414,49,251,8719,11,41,Other,71620,Silver,Cash,True,Buy One Get One,Rainy,False,Monday,False,134,132
523,9715,6307,Colgate Toothbrush,Toothbrush,4,2.0,2024-12-06,4157,South Erin,182,38,199,5555,12,65,Female,62210,Platinum,Cash,False,Discount,Cloudy,False,Friday,True,140,99
524,6388,8438,Colgate Toothpaste,Toothpaste,7,3.5,2024-01-18,5426,West Paul,345,32,209,6541,12,45,Other,61502,Bronze,Debit Card,False,Discount,Sunny,True,Thursday,False,137,94
525,2216,2215,Colgate Whitening Strips,Teeth Whitening,8,25.0,2023-01-23,7984,Evansview,473,37,244,7785,8,43,Female,59866,Platinum,Cash,True,None,Snowy,True,Monday,False,96,105
526,3209,2345,Colgate Toothpaste,Toothpaste,1,3.5,2023-05-26,6971,New Jasonberg,130,24,190,9250,10,63,Other,70267,Bronze,Debit Card,False,Discount,Sunny,False,Friday,True,52,67
527,1682,2627,Colgate Whitening Strips,Teeth Whitening,7,25.0,2024-08-15,1991,Reginatown,232,39,267,522,4,37,Other,92160,Platinum,Credit Card,False,Discount,Cloudy,False,Thursday,False,135,138
528,9138,5456,Colgate Mouthwash,Mouthwash,6,5.0,2023-05-14,2711,Timothyport,205,30,212,5231,4,62,Male,51959,Gold,Cash,False,None,Rainy,False,Sunday,True,58,67
529,4976,6941,Colgate Whitening Strips,Teeth Whitening,1,25.0,2024-05-31,3907,New Alexandraside,238,45,193,5848,2,44,Male,66162,Silver,Cash,False,Buy One Get One,Sunny,True,Friday,True,104,41
530,5,8452,Colgate Toothbrush,Toothbrush,3,2.0,2024-11-15,1858,Kevinbury,140,29,106,2753,6,45,Female,85284,Gold,Credit Card,False,Buy One Get One,Sunny,True,Friday,False,51,51
531,8641,575,Colgate Whitening Strips,Teeth Whitening,8,25.0,2023-06-02,7061,West Michael,214,47,294,7782,8,32,Other,31707,Gold,Mobile Payment,False,None,Rainy,False,Friday,False,92,69
532,8652,4957,Colgate Mouthwash,Mouthwash,8,5.0,2024-02-27,5879,Moralesstad,497,35,128,7762,7,50,Male,30083,Silver,Cash,True,None,Sunny,True,Tuesday,False,115,139
533,6485,6816,Colgate Mouthwash,Mouthwash,1,5.0,2024-04-07,7382,Burnettburgh,462,38,160,9925,10,51,Male,63807,Bronze,Credit Card,False,Discount,Rainy,False,Sunday,False,133,86
534,3269,107,Colgate Mouthwash,Mouthwash,10,5.0,2024-05-30,6352,Marshallhaven,62,38,255,1534,6,21,Female,80566,Platinum,Cash,True,Discount,Cloudy,False,Thursday,True,146,50
535,6530,7045,Colgate Toothpaste,Toothpaste,2,3.5,2023-03-12,22,Hannahton,427,26,215,8676,10,65,Other,70682,Platinum,Cash,True,Discount,Rainy,True,Sunday,False,108,51
536,3013,5007,Colgate Mouthwash,Mouthwash,10,5.0,2023-11-19,8434,Collinsberg,387,22,103,5253,9,34,Male,57888,Gold,Mobile Payment,True,None,Snowy,True,Sunday,False,83,71
537,7600,8482,Colgate Toothbrush,Toothbrush,2,2.0,2024-05-11,4662,New Sarachester,406,46,222,6021,13,40,Male,33928,Silver,Credit Card,False,None,Sunny,False,Saturday,True,59,87
538,7055,7864,Colgate Toothbrush,Toothbrush,8,2.0,2024-02-13,195,Martinezstad,191,36,219,1013,8,25,Other,69659,Gold,Cash,True,Discount,Snowy,True,Tuesday,False,103,55
539,7328,5217,Colgate Toothbrush,Toothbrush,5,2.0,2024-08-17,5492,Chanhaven,429,40,159,1684,8,34,Female,114416,Gold,Credit Card,False,None,Sunny,True,Saturday,True,72,93
540,1000,3165,Colgate Toothpaste,Toothpaste,8,3.5,2024-11-19,6095,Vazquezchester,279,28,113,4248,6,57,Female,56430,Gold,Debit Card,False,None,Snowy,False,Tuesday,True,114,128
541,1852,5872,Colgate Whitening Strips,Teeth Whitening,1,25.0,2023-02-18,8997,Port Timothyton,393,36,116,9142,6,64,Other,92770,Bronze,Credit Card,True,Discount,Cloudy,False,Saturday,True,80,128
542,541,8810,Colgate Whitening Strips,Teeth Whitening,7,25.0,2023-03-18,7538,Aguilarshire,269,41,269,2467,5,46,Male,78317,Silver,Cash,True,Buy One Get One,Sunny,True,Saturday,False,52,46
543,5232,9960,Colgate Toothbrush,Toothbrush,9,2.0,2024-11-16,9069,Wardland,93,49,141,7676,10,59,Female,89402,Silver,Credit Card,False,Buy One Get One,Rainy,False,Saturday,False,119,61
544,272,1693,Colgate Toothpaste,Toothpaste,8,3.5,2023-08-03,368,Josephfurt,88,42,195,8599,11,25,Other,87384,Silver,Mobile Payment,True,Discount,Snowy,False,Thursday,True,99,51
545,5663,2709,Colgate Toothpaste,Toothpaste,9,3.5,2024-06-26,8171,New Jennifer,361,20,288,9922,6,53,Male,89528,Platinum,Debit Card,False,Discount,Cloudy,True,Wednesday,True,130,137
546,5526,2562,Colgate Whitening Strips,Teeth Whitening,7,25.0,2024-11-14,107,Bellberg,90,23,299,1990,5,35,Other,97738,Bronze,Cash,True,Buy One Get One,Snowy,True,Thursday,False,136,127
547,8092,4136,Colgate Toothbrush,Toothbrush,7,2.0,2023-03-24,2781,Barbarachester,109,44,146,5677,13,31,Other,101837,Bronze,Cash,True,Discount,Cloudy,False,Friday,False,98,54
548,8044,7796,Colgate Whitening Strips,Teeth Whitening,6,25.0,2023-11-05,7145,South Wendy,402,21,211,6606,10,35,Male,31962,Silver,Credit Card,True,None,Cloudy,False,Sunday,False,141,99
549,5938,9989,Colgate Toothpaste,Toothpaste,8,3.5,2024-01-07,9972,South Davidfort,319,31,227,412,6,46,Female,44177,Platinum,Mobile Payment,True,None,Sunny,True,Sunday,True,50,111
550,5570,2095,Colgate Mouthwash,Mouthwash,4,5.0,2024-04-04,4204,Villarrealfurt,470,23,117,9189,5,65,Other,111950,Gold,Cash,False,Discount,Snowy,False,Thursday,False,102,80
551,5917,8667,Colgate Toothbrush,Toothbrush,9,2.0,2023-12-01,7664,Jonesshire,296,38,134,4933,13,53,Other,103225,Gold,Cash,True,Buy One Get One,Rainy,False,Friday,True,133,50
552,2127,1686,Colgate Mouthwash,Mouthwash,1,5.0,2023-02-10,1797,Gonzalezchester,202,46,291,2152,4,69,Female,99921,Gold,Debit Card,False,Discount,Snowy,True,Friday,True,106,67
553,5350,7767,Colgate Mouthwash,Mouthwash,2,5.0,2024-11-27,3123,Port Jacqueline,203,50,229,6604,9,67,Female,68043,Gold,Debit Card,True,Discount,Cloudy,False,Wednesday,False,87,104
554,7651,233,Colgate Mouthwash,Mouthwash,3,5.0,2024-03-05,595,South Stacey,396,46,185,9738,6,62,Male,23470,Silver,Cash,False,Buy One Get One,Sunny,False,Tuesday,False,148,60
555,4420,2096,Colgate Toothbrush,Toothbrush,9,2.0,2023-12-02,1259,Solisshire,268,26,294,8061,4,61,Male,37675,Silver,Cash,True,Buy One Get One,Snowy,True,Saturday,True,112,57
556,645,8934,Colgate Toothbrush,Toothbrush,6,2.0,2023-07-09,1283,Lake Danielle,299,29,247,8914,6,52,Male,69623,Platinum,Cash,False,Buy One Get One,Rainy,True,Sunday,True,96,79
557,9444,8779,Colgate Whitening Strips,Teeth Whitening,7,25.0,2023-10-29,5313,Port Benjamin,280,21,270,7706,10,64,Female,42527,Platinum,Credit Card,True,Buy One Get One,Snowy,False,Sunday,False,50,102
558,4621,1643,Colgate Mouthwash,Mouthwash,1,5.0,2024-03-26,4092,Browningbury,420,40,120,5469,7,70,Female,27259,Platinum,Credit Card,False,None,Cloudy,True,Tuesday,False,75,111
559,3340,2609,Colgate Mouthwash,Mouthwash,2,5.0,2024-06-03,3654,New Amanda,156,38,168,5613,11,67,Male,104308,Silver,Mobile Payment,True,Buy One Get One,Cloudy,True,Monday,False,85,92
560,8681,7465,Colgate Mouthwash,Mouthwash,5,5.0,2023-10-22,2348,Gatesmouth,469,42,198,1742,14,22,Female,61235,Gold,Credit Card,True,None,Cloudy,False,Sunday,False,96,111
561,9799,9451,Colgate Mouthwash,Mouthwash,5,5.0,2024-02-28,8156,Jeffreyside,74,47,259,4847,5,56,Female,94626,Platinum,Mobile Payment,False,Discount,Snowy,False,Wednesday,False,122,108
562,4743,7374,Colgate Mouthwash,Mouthwash,3,5.0,2023-06-06,5201,South Deborah,386,49,226,6680,2,37,Female,57796,Silver,Cash,False,None,Cloudy,True,Tuesday,True,54,118
563,5507,6765,Colgate Toothpaste,Toothpaste,9,3.5,2023-08-19,3533,Port Thomasberg,296,34,114,1226,4,70,Male,112831,Bronze,Debit Card,False,Discount,Rainy,True,Saturday,True,129,94
564,4129,6598,Colgate Toothbrush,Toothbrush,4,2.0,2024-08-05,8048,North Kara,318,32,199,9618,9,60,Other,65588,Silver,Mobile Payment,False,Discount,Snowy,True,Monday,True,149,74
565,6277,9803,Colgate Whitening Strips,Teeth Whitening,4,25.0,2023-06-01,1845,Manntown,456,35,111,9778,3,19,Male,46326,Gold,Cash,False,Discount,Sunny,True,Thursday,False,63,110
566,1462,6440,Colgate Toothpaste,Toothpaste,4,3.5,2024-06-25,5421,West Raymondfurt,292,33,178,9806,7,18,Male,94004,Platinum,Credit Card,False,Discount,Cloudy,False,Tuesday,True,143,58
567,1581,5520,Colgate Mouthwash,Mouthwash,10,5.0,2024-07-29,2729,Alexandershire,314,32,287,5739,14,38,Male,102004,Platinum,Cash,False,Buy One Get One,Cloudy,False,Monday,True,137,86
568,6353,5120,Colgate Toothbrush,Toothbrush,4,2.0,2024-07-28,1378,West Robert,297,47,195,7308,3,60,Female,104255,Platinum,Mobile Payment,False,None,Cloudy,True,Sunday,False,68,140
569,9043,7512,Colgate Mouthwash,Mouthwash,5,5.0,2024-08-09,901,Port Jessica,70,29,105,1576,9,60,Male,72117,Gold,Debit Card,False,Discount,Snowy,False,Friday,True,54,48
570,8223,9662,Colgate Toothbrush,Toothbrush,9,2.0,2024-11-06,1569,Gregorymouth,255,34,241,7088,9,57,Other,81646,Gold,Mobile Payment,False,None,Rainy,False,Wednesday,True,87,108
571,5935,8588,Colgate Mouthwash,Mouthwash,5,5.0,2024-07-04,9418,Port Patrickshire,88,47,229,579,6,57,Female,67006,Platinum,Credit Card,False,Discount,Sunny,False,Thursday,False,64,105
572,2959,6519,Colgate Toothpaste,Toothpaste,1,3.5,2024-04-14,237,Jacquelinefort,234,30,219,2517,6,19,Female,96202,Silver,Mobile Payment,True,None,Rainy,True,Sunday,True,138,118
573,529,9120,Colgate Whitening Strips,Teeth Whitening,7,25.0,2023-08-12,9976,East Kristiland,391,20,270,7441,6,33,Female,35235,Platinum,Credit Card,False,Buy One Get One,Cloudy,True,Saturday,False,137,112
574,4496,7427,Colgate Whitening Strips,Teeth Whitening,5,25.0,2023-12-20,3636,Sandramouth,303,33,161,2749,12,66,Male,63756,Gold,Cash,True,Discount,Rainy,False,Wednesday,True,84,95
575,8733,5703,Colgate Toothpaste,Toothpaste,3,3.5,2024-09-12,8937,Garnerside,311,22,107,4996,2,35,Female,106610,Gold,Cash,False,Buy One Get One,Sunny,False,Thursday,False,61,45
576,2639,2467,Colgate Toothpaste,Toothpaste,2,3.5,2024-05-17,9084,Lake Robert,253,36,125,4949,10,69,Other,82187,Platinum,Credit Card,True,Buy One Get One,Sunny,True,Friday,True,138,115
577,9052,7035,Colgate Toothbrush,Toothbrush,7,2.0,2023-10-15,9156,Williamsstad,121,32,203,431,11,36,Female,90014,Silver,Cash,False,None,Rainy,False,Sunday,False,69,74
578,8865,1028,Colgate Mouthwash,Mouthwash,6,5.0,2024-11-23,6049,Moralesside,144,27,151,1618,4,48,Female,115718,Platinum,Debit Card,False,Buy One Get One,Snowy,True,Saturday,False,65,42
579,2456,2202,Colgate Whitening Strips,Teeth Whitening,10,25.0,2023-02-27,891,New Maryburgh,180,36,210,8109,4,60,Female,46306,Platinum,Credit Card,False,Buy One Get One,Cloudy,False,Monday,True,114,52
580,3226,7196,Colgate Whitening Strips,Teeth Whitening,1,25.0,2023-09-27,8741,Lake Andrea,231,36,294,5322,8,42,Other,75014,Gold,Debit Card,True,None,Snowy,False,Wednesday,False,79,82
581,4158,5089,Colgate Whitening Strips,Teeth Whitening,8,25.0,2023-10-30,9019,West Ashleyview,233,20,188,5301,9,64,Other,76411,Platinum,Credit Card,False,Discount,Rainy,True,Monday,False,147,60
582,2662,9385,Colgate Mouthwash,Mouthwash,6,5.0,2024-12-18,3898,Port Kevinshire,144,21,289,9996,13,63,Male,94502,Gold,Mobile Payment,False,Discount,Rainy,False,Wednesday,True,105,114
583,7491,2561,Colgate Toothpaste,Toothpaste,10,3.5,2023-05-28,7548,Michaelachester,150,29,247,825,3,25,Other,47554,Gold,Cash,False,Discount,Rainy,False,Sunday,True,51,116
584,4035,13,Colgate Mouthwash,Mouthwash,1,5.0,2023-09-23,7213,East Julie,97,31,282,8252,8,64,Male,68108,Bronze,Credit Card,True,Buy One Get One,Rainy,True,Saturday,True,149,77
585,32,8991,Colgate Toothpaste,Toothpaste,2,3.5,2023-06-29,7296,Port Michael,208,40,147,8869,2,19,Other,32390,Platinum,Mobile Payment,False,Buy One Get One,Sunny,True,Thursday,True,83,101
586,1293,8489,Colgate Whitening Strips,Teeth Whitening,4,25.0,2024-01-11,7700,Harrellport,269,30,135,4397,10,35,Male,55570,Silver,Mobile Payment,True,None,Snowy,False,Thursday,False,123,137
587,8452,1351,Colgate Mouthwash,Mouthwash,6,5.0,2023-06-25,3459,Mitchellhaven,328,31,245,555,11,65,Male,64993,Bronze,Mobile Payment,False,Discount,Sunny,True,Sunday,True,149,119
588,468,959,Colgate Mouthwash,Mouthwash,8,5.0,2024-02-11,4768,North Mariachester,256,26,182,1712,13,65,Female,26229,Silver,Mobile Payment,False,Discount,Rainy,True,Sunday,True,126,67
589,4506,133,Colgate Whitening Strips,Teeth Whitening,9,25.0,2023-08-11,982,North Kathy,451,24,273,9464,10,29,Male,89353,Platinum,Credit Card,True,None,Sunny,False,Friday,False,90,65
590,7699,1346,Colgate Whitening Strips,Teeth Whitening,8,25.0,2023-07-19,4762,East Anna,75,47,267,9439,10,61,Female,110132,Platinum,Credit Card,True,None,Cloudy,True,Wednesday,False,102,54
591,4001,3636,Colgate Mouthwash,Mouthwash,1,5.0,2024-10-21,1007,South Jamieshire,371,43,225,9419,13,62,Female,30874,Bronze,Credit Card,True,Buy One Get One,Cloudy,True,Monday,True,52,53
592,9734,204,Colgate Mouthwash,Mouthwash,1,5.0,2024-10-17,3496,Port Michael,97,48,177,6749,12,59,Other,34441,Gold,Cash,True,None,Sunny,False,Thursday,True,84,89
593,8263,7079,Colgate Mouthwash,Mouthwash,10,5.0,2023-06-07,7729,North Robertfort,198,40,103,8623,12,26,Male,49155,Platinum,Mobile Payment,False,Discount,Rainy,False,Wednesday,False,127,78
594,7310,2169,Colgate Whitening Strips,Teeth Whitening,5,25.0,2024-08-06,1565,East Maryberg,429,46,250,3489,12,43,Female,105309,Bronze,Credit Card,True,Discount,Cloudy,False,Tuesday,False,140,117
595,8564,4079,Colgate Mouthwash,Mouthwash,7,5.0,2023-10-11,9011,Lake Scott,125,21,145,8166,11,39,Other,113031,Platinum,Debit Card,False,Buy One Get One,Cloudy,False,Wednesday,False,150,133
596,1674,4967,Colgate Toothpaste,Toothpaste,3,3.5,2023-10-03,6436,Lake Dianeport,270,30,173,1192,11,45,Male,79208,Silver,Cash,True,Buy One Get One,Sunny,True,Tuesday,True,123,54
597,4291,4392,Colgate Toothpaste,Toothpaste,8,3.5,2023-03-16,3349,Lake Melissa,347,25,258,7269,7,53,Female,45443,Silver,Cash,True,Buy One Get One,Snowy,False,Thursday,False,72,136
598,8883,7201,Colgate Toothpaste,Toothpaste,9,3.5,2024-07-30,9339,Perryfurt,391,21,156,7702,5,45,Male,72688,Silver,Cash,False,Buy One Get One,Rainy,True,Tuesday,False,73,111
599,5383,3640,Colgate Toothbrush,Toothbrush,6,2.0,2024-03-30,7824,Lake Jennifer,189,29,295,2201,11,59,Female,84656,Bronze,Cash,False,Discount,Cloudy,False,Saturday,True,138,134
600,2939,2447,Colgate Toothpaste,Toothpaste,4,3.5,2023-03-12,140,Brightmouth,232,34,228,6237,4,23,Other,101150,Bronze,Mobile Payment,False,Buy One Get One,Snowy,False,Sunday,False,115,137
601,5958,9983,Colgate Whitening Strips,Teeth Whitening,9,25.0,2024-11-15,2507,Bentonfurt,190,43,178,1710,3,33,Female,58972,Bronze,Debit Card,True,None,Snowy,True,Friday,True,118,42
602,2251,5582,Colgate Whitening Strips,Teeth Whitening,4,25.0,2023-12-19,2002,Lake Donna,361,20,196,4923,3,39,Female,55845,Platinum,Debit Card,True,None,Sunny,True,Tuesday,False,86,49
603,6319,7792,Colgate Toothbrush,Toothbrush,8,2.0,2024-11-08,5101,South Katherineborough,182,32,206,5596,14,48,Other,62168,Platinum,Debit Card,True,Buy One Get One,Rainy,True,Friday,True,125,122
604,5219,675,Colgate Mouthwash,Mouthwash,9,5.0,2024-12-13,8931,Kellyport,70,21,125,8832,2,30,Other,52140,Platinum,Mobile Payment,False,Discount,Sunny,True,Friday,True,52,78
605,5601,3056,Colgate Whitening Strips,Teeth Whitening,2,25.0,2024-11-26,5442,South Brian,82,47,239,7410,7,68,Other,34827,Gold,Debit Card,True,Discount,Sunny,True,Tuesday,True,83,73
606,6470,7477,Colgate Toothpaste,Toothpaste,9,3.5,2024-10-09,6613,Thomaschester,416,49,118,9664,12,59,Male,52153,Gold,Credit Card,True,Discount,Rainy,False,Wednesday,False,129,138
607,345,333,Colgate Toothpaste,Toothpaste,9,3.5,2024-05-14,9135,West Lisamouth,60,47,232,4656,6,23,Male,72456,Gold,Credit Card,False,Buy One Get One,Rainy,False,Tuesday,False,134,116
608,2862,5096,Colgate Mouthwash,Mouthwash,9,5.0,2024-06-21,7547,Leonardbury,94,35,144,8271,5,57,Other,79086,Bronze,Mobile Payment,False,Discount,Cloudy,True,Friday,True,65,129
609,611,6413,Colgate Toothbrush,Toothbrush,7,2.0,2023-11-02,242,Cohenville,431,46,211,1237,4,30,Other,104006,Bronze,Cash,False,None,Sunny,False,Thursday,False,112,132
610,1375,2853,Colgate Toothbrush,Toothbrush,7,2.0,2023-05-31,3167,Stevenland,243,42,113,7583,8,60,Other,29104,Bronze,Debit Card,False,Buy One Get One,Rainy,False,Wednesday,False,112,138
611,9536,4245,Colgate Toothbrush,Toothbrush,2,2.0,2023-10-04,3325,North Cassandra,96,36,275,2426,8,38,Female,92010,Silver,Mobile Payment,False,Discount,Cloudy,True,Wednesday,True,89,119
612,5441,549,Colgate Toothpaste,Toothpaste,8,3.5,2024-09-06,5400,Reyeschester,227,31,121,7505,6,26,Female,80931,Gold,Credit Card,False,None,Snowy,True,Friday,True,142,115
613,6676,78,Colgate Toothbrush,Toothbrush,5,2.0,2023-07-27,1204,South Cheryl,297,31,262,3570,10,48,Other,22614,Platinum,Cash,False,Buy One Get One,Sunny,True,Thursday,True,74,90
614,5317,8629,Colgate Toothbrush,Toothbrush,6,2.0,2024-02-22,7645,Hawkinsshire,228,48,235,6440,9,43,Other,92482,Gold,Credit Card,True,Buy One Get One,Snowy,True,Thursday,False,105,88
615,1924,4383,Colgate Toothpaste,Toothpaste,4,3.5,2024-05-11,9238,Kellyview,70,22,126,2948,4,49,Other,47700,Bronze,Credit Card,True,Buy One Get One,Snowy,True,Saturday,False,87,95
616,2806,2736,Colgate Whitening Strips,Teeth Whitening,1,25.0,2024-04-11,4436,East Carolmouth,302,28,152,4946,8,58,Female,44202,Gold,Credit Card,True,None,Sunny,True,Thursday,False,107,110
617,3574,3856,Colgate Toothbrush,Toothbrush,6,2.0,2023-03-07,4079,East Michael,168,20,159,5147,6,62,Female,89092,Bronze,Credit Card,True,Discount,Snowy,True,Tuesday,True,137,139
618,2410,8919,Colgate Whitening Strips,Teeth Whitening,1,25.0,2024-06-18,2265,West Ritachester,56,47,167,4111,14,35,Male,65673,Gold,Cash,True,Discount,Rainy,False,Tuesday,True,60,70
619,5316,55,Colgate Toothpaste,Toothpaste,3,3.5,2023-04-22,5116,East Jademouth,475,20,112,9749,14,53,Other,45126,Bronze,Mobile Payment,True,None,Cloudy,True,Saturday,True,92,80
620,8808,8029,Colgate Toothpaste,Toothpaste,9,3.5,2024-12-25,4675,Lake Ann,131,37,277,1427,2,50,Other,64798,Silver,Credit Card,True,Buy One Get One,Sunny,False,Wednesday,False,90,128
621,6308,4807,Colgate Toothpaste,Toothpaste,4,3.5,2024-07-02,3842,New Jeanne,111,26,204,6002,6,57,Male,80633,Bronze,Cash,False,None,Snowy,False,Tuesday,True,84,98
622,3529,4916,Colgate Toothbrush,Toothbrush,4,2.0,2024-01-30,231,West Kimberly,470,34,113,5170,3,49,Male,78242,Bronze,Mobile Payment,False,Buy One Get One,Sunny,False,Tuesday,True,118,76
623,4399,6253,Colgate Toothbrush,Toothbrush,6,2.0,2023-05-13,9907,Harveyshire,290,37,289,982,8,53,Other,110734,Bronze,Debit Card,True,None,Sunny,True,Saturday,False,51,123
624,178,6627,Colgate Toothbrush,Toothbrush,2,2.0,2023-04-06,6746,Lake Valerie,294,31,159,2001,2,55,Other,48775,Bronze,Debit Card,False,Discount,Cloudy,True,Thursday,False,105,105
625,9336,9543,Colgate Whitening Strips,Teeth Whitening,5,25.0,2023-10-23,1904,Burtonville,112,27,195,7704,13,38,Male,88308,Bronze,Mobile Payment,False,Discount,Snowy,False,Monday,False,103,61
626,2108,2795,Colgate Toothbrush,Toothbrush,4,2.0,2023-07-13,5032,East Jonathanborough,314,35,300,4814,11,40,Male,29252,Gold,Debit Card,False,None,Sunny,True,Thursday,False,108,80
627,6091,9036,Colgate Toothbrush,Toothbrush,6,2.0,2024-12-13,3020,Lake Joefort,264,40,272,1088,12,49,Male,21194,Silver,Mobile Payment,False,Buy One Get One,Rainy,True,Friday,True,147,133
628,6099,3437,Colgate Toothpaste,Toothpaste,4,3.5,2024-07-12,1822,North Lindseyshire,177,31,242,9192,13,38,Other,61606,Gold,Cash,False,Buy One Get One,Snowy,False,Friday,False,145,134
629,5414,5626,Colgate Mouthwash,Mouthwash,5,5.0,2023-04-01,698,New Richardport,472,46,105,9328,2,29,Female,42133,Bronze,Debit Card,False,Buy One Get One,Cloudy,True,Saturday,True,120,113
630,3880,7938,Colgate Whitening Strips,Teeth Whitening,9,25.0,2023-04-04,2425,Kylefurt,395,28,128,538,3,50,Female,70697,Bronze,Cash,True,Buy One Get One,Sunny,False,Tuesday,True,102,109
631,9310,7713,Colgate Mouthwash,Mouthwash,7,5.0,2024-11-03,4200,East Kristinaville,279,22,276,1410,13,52,Female,113926,Gold,Debit Card,True,Discount,Cloudy,True,Sunday,True,58,70
632,1095,2904,Colgate Toothbrush,Toothbrush,2,2.0,2023-10-20,4416,Melindaberg,250,32,110,1083,7,47,Male,33695,Bronze,Cash,False,Buy One Get One,Sunny,False,Friday,True,149,126
633,9822,2159,Colgate Whitening Strips,Teeth Whitening,8,25.0,2025-01-10,7300,Port Olivia,76,36,218,7109,8,30,Male,38776,Silver,Cash,False,None,Rainy,False,Friday,True,145,55
634,9576,4613,Colgate Toothbrush,Toothbrush,4,2.0,2023-08-13,284,Natashashire,373,45,219,6128,12,30,Male,115137,Silver,Debit Card,False,Buy One Get One,Cloudy,False,Sunday,True,138,107
